,name,location,about,tags,overallRating,overallRatingCnt
976,SkinLab the Medical Spa,"501 Orchard Road Wheelock Place #04-04 Wheelock Place, Singapore 238880 Singapore","SkinLab The Medical Spa integrates the pampering, attentive yet unobtrusive service of a world-class spa with the most advanced of aesthetics techniques and cosmetic dermatology. In this facility, we create non-invasive, non-surgical, safe and effective beauty solutions to treat mind, body and soul. Our branches are located at Bishan Junction 8, Causeway Point, Jurong Point, Plaza Singapura, Tampines 1, West Gate and Wheelock Place.",Spas,4.5,41
977,Urban SPA,"5 Coleman Street Peninsula.Excelsior Hotel Peninsula Excelsior Hotel, Suite 03-09 Excelsior Tower Level 3, Singapore 179805 Singapore","Urban Spa is a sanctuary right in the heart of town that focuses on what matters most to you. We understand that your time is precious, so we pride ourselves to give you the most relaxation out of the time you spend with us. At Urban Spa, every customer is unique, that is why we offer quality services and do not impose package deals on customers. From soothing those aching muscles at the back of your shoulder to treating a breakout on your face, Urban Spa is the destination for you to get that little bit of boost in your life.",Spas,4.5,43
978,Saint Games,"1 Stadium Place #02-09 Kallang Wave Mall, Singapore 397688 Singapore","Saint Games, Singapore's 1st Video-Games Cafe, founded in Feb 2009, has been providing video-gaming FUN for the young and the young at heart. Video Gaming is fast becoming THE activity for both the young and old, and at Saint Games, we make the experience especially fun just for YOU! So don't be left out and bring your family and friends along for some Serious Video-Gaming Fun!",Game &amp; Entertainment Centers,5.0,34
979,The Crazy Elephant,"Blk E # 01 03 04 Clarke Quay, River Valley Road, Singapore 179024 Singapore",,Bars &amp; Clubs • Dance Clubs &amp; Discos,4.0,105
980,Coriander Leaf Cooking Classes,"30 Victoria Street #02-01 Chijmes 30 Victoria Street, Singapore 187996 Singapore","Coriander Leaf is aim to act in a thought leadership capacity and be at the forefront of innovative culinary experiences and learning. From conventional cooking classes, developing new and innovative courses, expanding to the online cooking community, to delivering a distinct variety of unique and memorable cooking experiences, Coriander Leaf pushes boundaries and creates a reputation for culinary excellence. We design menus that provide our guests with a strong grounding. In this way, our guests learn specific dishes as well as the insights and techniques necessary to become an insider in the cuisines of Asia! We emphasize home cooking and stick mainly to dishes that one can replicate at home. Our cooking studios are equipped with home cooking appliances reinforcing our commitment to teaching our guests something they will incorporate into their standard repertoire. Each class presents an integrated menu that can be prepared at home rather than a random selection of dishes.",Cooking Classes,5.0,52
981,Singapore Island Country Club,"240 Sime Road Singapore Island Country Club, Singapore 288303 Singapore","This prestigious, members-only golf club has two putting greens to choose from--the Bukit course and the Sime course, both 18-hole par 71. Guests must be accompanied by a member. It also offers a golf pro shop and a library where books and videos on golf can be loaned out.",Golf Courses,4.5,49
982,Shaw Theatres Lido Imax,"350 Orchard Road Level 5 Shaw House, Singapore 238868 Singapore",SHAW THEATRES LIDO IMAX is an enhanced movie going experience perfect for you and the whole family.,Movie Theaters,4.0,83
983,Tudor Laurel,"145 Tanglin Road Tudor Court, Singapore 247931 Singapore",Spa Wellness: We focus on massage facial body contouring waxing IPL treatment (Your botanical hideaway),Spas,5.0,38
984,Afond Boutique Spa,"263 South Bridge Road, Singapore 058812 Singapore","AFOND Boutique Spa, established in 2000, is a luxury spa in the heart of historic Chinatown. Accredited by CASETRUST and Spa Association of Singapore, we are one of the best couple spas with great service at affordable prices. Located at South Bridge Road and Holland Village, we have individual massage rooms, as well as spacious couple spa rooms. With facilities such as an infrared sauna, a couple’s Jacuzzi and en-suite bathrooms, AFOND Boutique Spa is a perfect place to relax and rejuvenate with our massage, spa and facial services. We are new to Tripadvisor, do leave us your feedback for us to improve. Note: Overseas reservation can be made after online payment.",Spas,4.5,125
985,The Bar at 15 Stamford,"15 Stamford Road The Capitol Kempinski Hotel Singapore, Singapore 178906 Singapore","Singapore is not only known for its rich food culture but also has one of the most exciting bar scenes worldwide. The Bar at 15 Stamford has certainly raised that “bar” with its extensive range of rum varieties, cocktail classics and new artisan and bespoke creations that will seduce sophisticated connoisseurs and cosmopolitans alike. Head down at 8pm to hear the bell ring, not last orders, but time for new cocktail delights. Our signature cocktail Plantation 1840 is highly recommended.",Bars &amp; Clubs,5.0,23
986,Aurora Spa By The Retreat,"6 Sin Ming Road #01-08 Sin Ming Plaza Sin Ming Plaza Tower 2, Singapore 575585 Singapore","If you are looking for an intimate and tranquil spa within the vicinity of a suburb, Aurora Spa is definitely the perfect place to be. Over a decade, The Retreat, our mother brand; which was founded in 1999 and opened in August 2015, has rendered various top notch and meticulous spa services for most valued clients at Singapore Tang Plaza and Sheraton Towers Singapore. Are you interested to find out more about the Aurora Spa and the experience our valuable staff have accrued over the years? Visit our website to read our mission statement, and how we’ve provided excellent beauty and skincare treatments to Singapore for years.",Spas,5.0,32
987,Acid Bar,"180 Orchard Road Peranakan Place, Singapore 238846 Singapore","Located along Orchard Road, Acid Bar provides the best Happy Hour deals in the area. With alfresco dining and indoor seating, Acid Bar provides a great venue for food and drinks!",Bars &amp; Clubs,4.0,81
988,Imperial Apple Spa,"171 Tras Street Union Building Union Building, Singapore 079025 Singapore",,Spas,4.5,50
989,BonAppetour Experience,"10 Jalan Limau Purut Bedokville, Singapore 468184 Singapore",,Cooking Classes,4.5,33
990,Meomi Cat Café,"668 North Bridge Road, Singapore 188801 Singapore",,Game &amp; Entertainment Centers,4.0,63
991,Altimate,"1 Raffles Place One Raffles Place Level 61, Singapore 048616 Singapore",,Bars &amp; Clubs • Dance Clubs &amp; Discos,4.5,56
992,The Smith Street Taps,"Block 335 Smith Street Chinatown Complex Chinatown Complex #02-062, Singapore 050335 Singapore",,Bars &amp; Clubs,4.5,39
993,Hidden Singapore,"68 Circular Road, Singapore 049422 Singapore","Hidden Singapore is Singapore's first bot-based geo game that takes its participants on eye-opening immersive adventures around Singapore. Go on adventures with the Void Deck Cat, solving cryptic clues, discovering hidden Singapore gems, learning about its history and heritage, unlocking exclusive deals, and taking breaks at awesome F&amp;B places. Discover, the Singapore you thought you knew. You may not know it, but you've met Void Deck Cat many times. She appears at HDB void decks, watching you in silence, and then is gone as mysteriously as she came. Void Deck Cat has much to show you from her travels around Singapore...but only if you prove yourself worthy of her knowledge.",Escape Games,5.0,14
994,Maison 21G,"77 Duxton Road, Singapore 089536 Singapore","Maison 21G was born from the dream of the creative director of a powerhouse of the perfume industry, who wished to reinvent perfumery, giving back the power of creation to everyone. Step into your creativity and reveal your artistic soul with us! Expressing your personality through scent is an exciting and empowering process that should be a right for all of us, not a privilege!",Paint &amp; Pottery Studios,5.0,19
995,The Merry Lion,"8b Circular Road Third Floor, Singapore 049364 Singapore",The Merry Lion is Singapore's only full-time comedy club. We are open 5 days a week from 6pm - midnight. Most shows start around 8pm and the bar is open to everyone until then. Shows are priced from $0 (free) to $50 depending on what is on offer. Acts come from all over the world to perform at The Merry Lion. We also help develop local talent with our open mic nights. There are many special offers on drinks prices for those who choose to pre-order for the show they are attending and even 1-4-1 drinks on Thursdays and Mondays. See you soon at The Merry Lion. ROAR!,Bars &amp; Clubs • Comedy Clubs,5.0,25
996,Houbii Spot Singapore,"80 Mandai Lake Road Singapore Zoological Gardens, Singapore 729826 Singapore","Located at Garden with a View, The Rope Course by Houbii Spot Singapore® challenges climbers, grownups and kids, to conquer its man-made jungle! At the summit, stunning views over the lake and the treetops reward those who braved the heights! It's amazing for a parent to rise to the top, together with their child, boosting confidence and creating a genuine bonding experience for the whole family.",Game &amp; Entertainment Centers,5.0,26
997,Jem,"50 Jurong Gateway Road Jem, Singapore 608549 Singapore",,Shopping Malls,4.0,100
998,The Spa at Mandarin Oriental Singapore,"5 Raffles Avenue Mandarin oriental 5 Raffles Avenue Level 5, Singapore 039797 Singapore","As soon as you walk into The Spa, you embark upon a personalized sensory journey; a journey to inner wellbeing that focuses on the senses of sight, smell, touch, taste, sound and intuition. Tranquility and harmony reign throughout The Spa. The spa's six treatment rooms include a spacious 62 sq meter Couple's Suite. So lie back and relax, as your troubles float away and peace descends.",Spas,4.5,34
